,Unnamed: 0,recordId,priority,district,description,callNumber,incidentLocation,Latitude,Longitude,date
45577,235704,2694732,Medium,CD,NARCOTICSOutside,P172030948,2500 EUTAW PL,39.315032,-76.63845,2017-07-22
617533,3388484,2981372,Medium,NW,NARCOTICSOutside,P173062864,3900 LIBERTY HEIGHTS AV,39.32737,-76.682524,2017-11-02
723310,3826248,2786024,Medium,SE,NARCOTICSOutside,P172351854,800 DUNDALK AV,39.284545,-76.539109,2017-08-23
468432,2797695,2591121,Medium,SW,NARCOTICSOutside,P171680726,1900 HARMAN AV,39.266851,-76.652212,2017-06-17
628597,3469679,2579212,Medium,NE,NARCOTICSOutside,P171641541,3500 PELHAM AV,39.320932,-76.565301,2017-06-13
523162,2990765,3042376,Medium,SD,NARCOTICSOutside,P173311674,1800 W PRATT ST,39.285184,-76.64531,2017-11-27
322970,1763704,3243458,Medium,SD,NARCOTICS INSIDE,P180481951,3700 S HANOVER ST,39.237451,-76.61006,2018-02-17
475927,2805231,2892427,Medium,WD,NARCOTICSOutside,P172740855,2500 BLK WOODBROOK AV,39.312073,-76.64313800000001,2017-10-01
426169,2006870,3389258,Medium,NW,NARCOTICSOutside,P181062543,6800 REISTERSTOWN RD,39.359581,-76.70699,2018-04-16
640925,3482042,2990783,Medium,SW,NARCOTICSOutside,P173101410,2600 BLK W FAIRMOUNT AV,39.288258,-76.658754,2017-11-06
167873,836712,2884103,Medium,ND,NARCOTICSOutside,P172711213,1100 MONTPELIER ST,39.324341,-76.603153,2017-09-28
234741,1518480,2863507,Medium,SD,NARCOTICS INSIDE,P172640103,3700 POTEE ST,39.237976,-76.61146,2017-09-21
450243,2084268,2819222,Medium,SD,NARCOTICSOutside,P172471950,1300 SARGEANT ST,39.280739000000004,-76.636157,2017-09-04
700369,3740560,2815707,Medium,ND,NARCOTICS INSIDE,P172460862,2000 N CHARLES ST,39.312471,-76.616637,2017-09-03
485962,2884768,2528347,Medium,SD,NARCOTICSOutside,P171470978,2900 BLK SPELMAN RD,39.245208,-76.62756,2017-05-27
22743,131812,2591059,Medium,CD,NARCOTICSOutside,P171680658,500 BLK ROBERT ST,39.306681,-76.63441,2017-06-17
41624,230411,2547989,Medium,CD,NARCOTICSOutside,P171540348,1800 PENNSYLVANIA AV,39.304429999999996,-76.635769,2017-06-03
501006,2899879,3031056,Medium,CD,NARCOTICSOutside,P173261411,300 N EUTAW ST,39.293031,-76.621163,2017-11-22
568443,3186134,3026144,Medium,SD,NARCOTICSOutside,P173241555,1500 BLK CYPRESS ST,39.223665999999994,-76.589682,2017-11-20
164274,801353,2997782,Medium,ED,NARCOTICSOutside,P173130819,2300 E PRESTON ST,39.305709,-76.585103,2017-11-09
112877,592447,2580843,Medium,NE,NARCOTICS INSIDE,P171643383,4100 GRANITE AV,39.345419,-76.542507,2017-06-13
185212,1147696,2610797,Medium,SD,NARCOTICSOutside,P171742682,300 BLK S BRUCE ST,39.28431,-76.644254,2017-06-23
586176,3280564,2822472,Medium,CD,NARCOTICSOutside,P172482802,1100 W NORTH AV,39.310368,-76.636163,2017-09-05
134385,701360,2640131,Medium,WD,NARCOTICSOutside,P171842290,2300 BLK MOSHER ST,39.299527000000005,-76.65401999999999,2017-07-03
111115,590102,2533701,Medium,SW,NARCOTICSOutside,P171490831,1100 BLK N LONGWOOD ST,39.300401,-76.66718,2017-05-29
118437,599542,2777449,Medium,NW,NARCOTICSOutside,P172321711,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-08-20
91179,475275,2582533,Medium,SD,NARCOTICSOutside,P171651729,1500-1521 CHURCH ST,39.222879999999996,-76.589762,2017-06-14
372262,1867329,3317695,Medium,SW,NARCOTICS INSIDE,P180781411,2100 GARRISON BL,39.311513,-76.675165,2018-03-19
545214,3092434,3008698,Medium,ED,NARCOTICSOutside,P173172044,2400 E HOFFMAN ST,39.306810999999996,-76.58405,2017-11-13
54699,247623,2995013,Medium,NE,NARCOTICS INSIDE,P173120414,4200 SHELDON AV,39.328522,-76.564599,2017-11-08
518445,2986030,2876411,Medium,CD,NARCOTICSOutside,P172682083,100-BLK N EUTAW ST,39.290541,-76.621016,2017-09-25
553080,3170719,2516200,Medium,SE,NARCOTICSOutside,P171431367,6200 SHIPVIEW WY,39.276555,-76.541712,2017-05-23
596704,3291151,3148306,Medium,ED,NARCOTICSOutside,P180111623,2000 BLK JEFFERSON ST,39.296465000000005,-76.58899100000001,2018-01-11
568152,3185842,3029511,Medium,ND,NARCOTICS INSIDE,P173252595,100 W 29TH ST,39.323101,-76.61859,2017-11-21
665606,3578324,3081291,Medium,SW,NARCOTICSOutside,P173471151,600 BLK N GRANTLEY ST,39.294435,-76.677242,2017-12-13
665236,3577954,3071393,Medium,NE,NARCOTICS INSIDE,P173430066,4200 BELAIR RD,39.327744,-76.565857,2017-12-09
454621,2091106,3426431,Medium,NW,NARCOTICSOutside,P181200984,3900 LIBERTY HEIGHTS AV,39.32737,-76.682524,2018-04-30
578690,3273027,2591711,Medium,ED,NARCOTICSOutside,P171681381,1800 BLK RUTLAND AV,39.311054,-76.592978,2017-06-17
263416,1556046,3097903,Medium,SW,NARCOTICS INSIDE,P173541375,200 S FRANKLINTOWN RD,39.284603000000004,-76.657917,2017-12-20
514843,2982416,2749126,Medium,SW,NARCOTICSOutside,P172221593,2700 WILKENS AV,39.27802,-76.658845,2017-08-10
94754,480067,2710491,Medium,NW,NARCOTICSOutside,P172082731,3700 W ROGERS AV,39.350804,-76.68493199999999,2017-07-27
233875,1517365,2860073,Medium,CD,NARCOTICS INSIDE,P172622538,500 BLOOM ST,39.308259,-76.636342,2017-09-19
513435,2980992,2719776,Medium,NW,NARCOTICSOutside,P172120433,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-07-31
706469,3746704,3057123,Medium,ND,NARCOTICS INSIDE,P173371045,5800 YORK RD,39.36063,-76.609939,2017-12-03
698177,3738357,2758336,Medium,SD,NARCOTICSOutside,P172252465,1300 GLYNDON AV,39.281384,-76.63725600000001,2017-08-13
171405,857736,3165567,Medium,CD,NARCOTICSOutside,P180180671,300 PARK AV,39.292936,-76.618138,2018-01-18
349766,1811656,3289512,Medium,ED,NARCOTICSOutside,P180670753,2200 ORLEANS ST,39.295472,-76.586303,2018-03-08
29586,140736,2846229,Medium,CD,NARCOTICSOutside,P172572476,600 BLK N EUTAW ST,39.295864,-76.621328,2017-09-14
150794,744789,2460938,Medium,NE,NARCOTICSOutside,P171241011,2800 CHRISTOPHER AV,39.359827,-76.56111899999999,2017-05-04
660195,3572888,2906594,Medium,ED,NARCOTICSOutside,P172791403,1900-07 E LAFAYETTE AV,39.310771,-76.5915,2017-10-06
226061,1507396,2786751,Medium,ED,NARCOTICSOutside,P172352660,700 N ROSE ST,39.299295,-76.58161700000001,2017-08-23
123092,605554,2971248,Medium,ED,NARCOTICSOutside,P173030543,1200 N SPRING ST,39.304297,-76.59875100000001,2017-10-30
203261,1476949,2581770,Medium,CD,NARCOTICS INSIDE,P171650867,300 W LEXINGTON ST,39.291508,-76.620329,2017-06-14
992,39652,2486831,Medium,WD,NARCOTICSOutside,P171331873,1400 N FULTON AV,39.304322,-76.646185,2017-05-13
733331,3836370,3112273,Medium,SE,NARCOTICSOutside,P173601794,500 N KENWOOD AV,39.297234,-76.577936,2017-12-26
166577,823260,3119741,Medium,SW,NARCOTICS INSIDE,P173640042,2700 WILKENS AV,39.27802,-76.658845,2017-12-30
588251,3282644,2905852,Medium,NE,NARCOTICS INSIDE,P172790530,3300 BELAIR RD,39.321622,-76.57359699999999,2017-10-06
547304,3094527,3076227,Medium,WD,NARCOTICSOutside,P173451051,1700-1711 WESTWOOD AV,39.308876,-76.645487,2017-12-11
711281,3786970,2509036,Medium,WD,NARCOTICSOutside,P171402983,1600 MCKEAN AV,39.306993,-76.647155,2017-05-20
427373,2011140,3390653,Medium,SD,NARCOTICS INSIDE,P181071237,500 S GILMOR ST,39.282103,-76.64199599999999,2018-04-17
11278,53141,2903645,Medium,WD,NARCOTICSOutside,P172781387,1600 BLK N GILMOR ST,39.306875,-76.643401,2017-10-05
308125,1707947,3232412,Medium,SW,NARCOTICSOutside,P180441585,2900 EDMONDSON AV,39.2944,-76.665086,2018-02-13
182018,913952,2839811,Medium,SW,NARCOTICSOutside,P172551235,2100 EAGLE ST,39.280339,-76.64916,2017-09-12
455097,2092691,3427057,Medium,WD,NARCOTICSOutside,P181201731,900 N MONROE ST,39.299101,-76.647544,2018-04-30
386635,1902451,3338427,Medium,SW,NARCOTICSOutside,P180872522,2700 BLK WILKENS AV,39.278036,-76.658804,2018-03-28
554162,3171806,2564058,Medium,SW,NARCOTICSOutside,P171591454,1900 HARMAN AV,39.266851,-76.652212,2017-06-08
720959,3823854,2618719,Medium,SE,NARCOTICSOutside,P171771787,200 S BROADWAY,39.289063,-76.593795,2017-06-26
173214,887351,2576950,Medium,SW,NARCOTICSOutside,P171632253,1900 BLK N LONGWOOD ST,39.309527,-76.667573,2017-06-12
293620,1674401,3213634,Medium,NE,NARCOTICSOutside,P180361301,2900 HARFORD RD,39.322852000000005,-76.588555,2018-02-05
142575,711844,2942000,Medium,SE,NARCOTICSOutside,P172921178,6100 BLK SHIPVIEW WY,39.276522,-76.542885,2017-10-19
676211,3654176,2730776,Medium,NE,NARCOTICS INSIDE,P172152932,3500 PELHAM AV,39.320932,-76.565301,2017-08-03
654057,3566730,2710758,Medium,NW,NARCOTICSOutside,P172083000,4400 PARK HEIGHTS AV,39.340407,-76.66703299999999,2017-07-27
351652,1816907,3299520,Medium,WD,NARCOTICSOutside,P180710833,2800 BLK PROSPECT ST,39.298687,-76.663168,2018-03-12
714544,3790277,3120400,Medium,ED,NARCOTICS INSIDE,P173640784,900 BONAPARTE AV,39.316611,-76.602132,2017-12-30
89012,472412,2507775,Medium,NE,NARCOTICSOutside,P171401620,1600 HOMESTEAD ST,39.321179,-76.59605,2017-05-20
650413,3563071,2546857,Medium,NW,NARCOTICSOutside,P171532350,3900 CHATHAM RD,39.330434999999994,-76.683276,2017-06-02
165772,813789,2913010,Medium,SW,NARCOTICSOutside,P172811870,2700 W FAIRMOUNT AV,39.288346999999995,-76.659758,2017-10-08
323920,1765216,3283661,Medium,NW,NARCOTICS INSIDE,P180642078,3800 LIBERTY HEIGHTS AV,39.326434000000006,-76.67909399999999,2018-03-05
540770,3087967,2864643,Medium,NW,NARCOTICSOutside,P172641421,2900 LIBERTY HEIGHTS AV,39.321394,-76.661904,2017-09-21
154717,749697,2956123,Medium,ND,NARCOTICSOutside,P172972106,600 CHESTNUT HILL AV,39.334053000000004,-76.60708000000001,2017-10-24
94229,479374,2691415,Medium,SE,NARCOTICSOutside,P172020520,100 S CONKLING ST,39.290816,-76.567425,2017-07-21
667451,3580171,3140756,Medium,WD,NARCOTICSOutside,P180081206,1800 BLK W LEXINGTON ST,39.290564,-76.64583499999999,2018-01-08
265320,1558476,3113383,Medium,SD,NARCOTICS INSIDE,P173610730,1300 W PRATT ST,39.285522,-76.637964,2017-12-27
370800,1865256,3316081,Medium,ED,NARCOTICSOutside,P180772187,700 N MADEIRA ST,39.299073,-76.585914,2018-03-18
57724,251534,3077015,Medium,NE,NARCOTICS INSIDE,P173451952,2600 POLK ST,39.319864,-76.595345,2017-12-11
23223,132436,2576504,Medium,SW,NARCOTICSOutside,P171631727,2700 WILKENS AV,39.27802,-76.658845,2017-06-12
183768,916370,3196702,Medium,SW,NARCOTICSOutside,P180291962,2800 BLK RIGGS AV,39.300325,-76.663651,2018-01-29
78305,368539,2962224,Medium,CD,NARCOTICSOutside,P172992433,1800 PENNSYLVANIA AV,39.304429999999996,-76.635769,2017-10-26
83467,375454,3125554,Medium,CD,NARCOTICS INSIDE,P180011892,600 LAURENS ST,39.3043,-76.63559599999999,2018-01-01
315210,1724465,3241094,Medium,WD,NARCOTICSOutside,P180472428,1700 N BENTALOU ST,39.307769,-76.653983,2018-02-16
23905,133303,2633910,Medium,SW,NARCOTICSOutside,P171821768,200 S WICKHAM RD,39.282343,-76.69574899999999,2017-07-01
454773,2091519,3426602,Medium,SW,NARCOTICSOutside,P181201176,500 S PULASKI ST,39.281157,-76.649117,2018-04-30
635607,3476707,2809941,Medium,SD,NARCOTICS INSIDE,P172440370,3600 5TH ST,39.236396,-76.604045,2017-09-01
320956,1746251,3265867,Medium,NW,NARCOTICS INSIDE,P180572222,3800 LIBERTY HEIGHTS AV,39.326434000000006,-76.67909399999999,2018-02-26
724917,3827882,2708743,Medium,CD,NARCOTICSOutside,P172080783,800 N EUTAW ST,39.299231,-76.621538,2017-07-27
705974,3746208,3059814,Medium,NW,NARCOTICS INSIDE,P173381538,3700 W BELVEDERE AV,39.346191999999995,-76.680386,2017-12-04
274046,1569739,3172838,Medium,SD,NARCOTICS INSIDE,P180202559,100 BLK S PULASKI ST,39.285712,-76.649925,2018-01-20
169984,855318,2687421,Medium,WD,NARCOTICSOutside,P172002688,1600 MCKEAN AV,39.306993,-76.647155,2017-07-19
41113,229682,2544321,Medium,WD,NARCOTICSOutside,P171523090,1600-BL N GILMOR ST,39.306875,-76.643401,2017-06-01
394865,1924805,3348292,Medium,WD,NARCOTICSOutside,P180911182,1300 N CAREY ST,39.303366,-76.63894300000001,2018-04-01
674443,3652394,2686714,Medium,NW,NARCOTICS INSIDE,P172001881,3700 1/2 W BELVEDERE AV,39.346191999999995,-76.680386,2017-07-19
693784,3733952,2625661,Medium,ND,NARCOTICSOutside,P171792883,500 TUNBRIDGE RD,39.356441,-76.609876,2017-06-28
320792,1744781,3274186,Medium,WD,NARCOTICS INSIDE,P180602528,1600 VINCENT CT,39.307354,-76.643937,2018-03-01
81577,372989,3060240,Medium,NW,NARCOTICSOutside,P173382024,3900 LIBERTY HEIGHTS AV,39.32737,-76.682524,2017-12-04
611032,3381941,2803428,Medium,WD,NARCOTICSOutside,P172412423,1400 N FULTON AV,39.304322,-76.646185,2017-08-29
353797,1822337,3292121,Medium,ND,NARCOTICSOutside,P180680809,4000 OLD YORK RD,39.338223,-76.607575,2018-03-09
168414,837465,3052970,Medium,NW,NARCOTICSOutside,P173352193,3300 AYRDALE AV,39.325924,-76.681545,2017-12-01
727257,3830264,2923583,Medium,SE,NARCOTICSOutside,P172851431,500 N KENWOOD AV,39.297234,-76.577936,2017-10-12
714000,3789714,2825852,Medium,ND,NARCOTICSOutside,P172500975,3400 GREENMOUNT AV,39.330023,-76.609441,2017-09-07
303545,1697283,3226222,Medium,CD,NARCOTICS INSIDE,P180419041,1800 PENNSYLVANIA AV,39.304429999999996,-76.635769,2018-02-10
297177,1682871,3230882,Medium,SD,NARCOTICSOutside,P180432718,1200 BLK SARGEANT ST,39.282006,-76.634609,2018-02-12
491137,2889980,2712685,Medium,CD,NARCOTICSOutside,P172091800,900 BLK PENNSYLVANIA AV,39.296611,-76.62610600000001,2017-07-28
533769,3080925,2629426,Medium,SW,NARCOTICSOutside,P171810116,2700 WILKENS AV,39.27802,-76.658845,2017-06-30
561137,3178800,2768959,Medium,SD,NARCOTICSOutside,P172291873,1900 BLK MCHENRY ST,39.284187,-76.646869,2017-08-17
639683,3480795,2946618,Medium,NW,NARCOTICSOutside,P172940103,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-10-21
316707,1727905,3243098,Medium,WD,NARCOTICS INSIDE,P180481548,1700 W NORTH AV,39.309967,-76.645108,2018-02-17
161222,797364,2723009,Medium,WD,NARCOTICSOutside,P172130863,700 GOLD ST,39.30682,-76.64033,2017-08-01
611907,3382818,2822982,Medium,SD,NARCOTICSOutside,P172490496,400 S VINCENT ST,39.283243,-76.642774,2017-09-06
652259,3564929,2643948,Medium,CD,NARCOTICSOutside,P171853072,300 N EUTAW ST,39.293031,-76.621163,2017-07-04
696927,3737105,2735301,Medium,WD,NARCOTICSOutside,P172171367,1600 BLK VINCENT CT,39.307354,-76.643937,2017-08-05
683223,3661257,2996418,Medium,NE,NARCOTICS INSIDE,P173122043,5000 RAINTREE WY,39.321455,-76.553276,2017-11-08
540052,3087239,2835096,Medium,SD,NARCOTICSOutside,P172531695,1500 POPLAND ST,39.229056,-76.589905,2017-09-10
726132,3829134,2797441,Medium,NW,NARCOTICSOutside,P172391703,3300 BLK N EDGEWOOD ST,39.324987,-76.674722,2017-08-27
491681,2890524,2709553,Medium,NE,NARCOTICSOutside,P172081670,2600 POLK ST,39.319864,-76.595345,2017-07-27
220271,1499601,2730539,Medium,SD,NARCOTICSOutside,P172152666,3000 ELIZABETH AV,39.255338,-76.65095699999999,2017-08-03
316525,1727515,3242913,Medium,SE,NARCOTICSOutside,P180481326,600 N KENWOOD AV,39.298024,-76.578001,2018-02-17
374481,1872724,3320344,Medium,NE,NARCOTICSOutside,P180791490,2600 CECIL AV,39.320316,-76.59859399999999,2018-03-20
373586,1870599,3340076,Medium,ED,NARCOTICSOutside,P180881488,2400 E HOFFMAN ST,39.306810999999996,-76.58405,2018-03-29
7559,48288,2763401,Medium,CD,NARCOTICSOutside,P172272154,900 BLK PENNSYLVANIA AV,39.296611,-76.62610600000001,2017-08-15
664546,3577263,3060243,Medium,NW,NARCOTICS INSIDE,P173382022,4400 PARK HEIGHTS AV,39.340407,-76.66703299999999,2017-12-04
380375,1888085,3327563,Medium,NW,NARCOTICS INSIDE,P180822253,4400 PARK HEIGHTS AV,39.340379999999996,-76.667012,2018-03-23
660437,3573130,2907502,Medium,SE,NARCOTICSOutside,P172792441,6200 FORTVIEW WY,39.277692,-76.54160999999999,2017-10-06
508398,2975897,2522377,Medium,WD,NARCOTICS INSIDE,P171451428,1200 W BALTIMORE ST,39.28857,-76.636894,2017-05-25
565375,3183057,2930306,Medium,WD,NARCOTICSOutside,P172873028,1900 BLK PENROSE AV,39.291227,-76.647571,2017-10-14
621843,3392806,3104895,Medium,ND,NARCOTICSOutside,P173570693,2000 N CHARLES ST,39.312471,-76.616637,2017-12-23
225953,1507248,2788601,Medium,SD,NARCOTICS INSIDE,P172361496,3700 S HANOVER ST,39.237409,-76.61008100000001,2017-08-24
714855,3790599,3046442,Medium,NW,NARCOTICSOutside,P173330306,3900 BLK DORCHESTER RD,39.329496,-76.683274,2017-11-29
347841,1806590,3285902,Medium,SW,NARCOTICSOutside,P180651638,4000 FREDERICK AV,39.281748,-76.68211600000001,2018-03-06
728578,3831587,2786464,Medium,SD,NARCOTICSOutside,P172352351,1200 W OSTEND ST,39.280925,-76.63294,2017-08-23
420031,1990936,3377364,Medium,NW,NARCOTICS INSIDE,P181021895,3900 LIBERTY HEIGHTS AV,39.32737,-76.682524,2018-04-12
576943,3271274,2559539,Medium,NW,NARCOTICSOutside,P171573267,5000 BLK DENMORE AV,39.346793,-76.674971,2017-06-06
721497,3824432,2677612,Medium,NW,NARCOTICSOutside,P171971376,3300 SPAULDING AV,39.347122,-76.676677,2017-07-16
134350,701316,2631070,Medium,NW,NARCOTICSOutside,P171812016,4400 PARK HEIGHTS AV,39.340407,-76.66703299999999,2017-06-30
676335,3654300,2742946,Medium,NW,NARCOTICSOutside,P172201109,3700 W BELVEDERE AV,39.346191999999995,-76.680386,2017-08-08
577094,3271425,2554434,Medium,NW,NARCOTICSOutside,P171560957,3300 GARRISON BL,39.326683,-76.68258,2017-06-05
372511,1867977,3318018,Medium,ED,NARCOTICSOutside,P180781757,1500 BLK N LAKEWOOD AV,39.308040000000005,-76.580012,2018-03-19
687615,3665714,3177181,Medium,SW,NARCOTICSOutside,P180221733,2800 BLK RIGGS AV,39.300325,-76.663651,2018-01-22
171495,873384,2507963,Medium,WD,NARCOTICSOutside,P171401817,1600 N SMALLWOOD ST,39.306561,-76.652511,2017-05-20
555106,3172755,2581078,Medium,NW,NARCOTICS INSIDE,P171650040,5100 PARK HEIGHTS AV,39.348489,-76.674908,2017-06-14
49554,240890,2826592,Medium,SD,NARCOTICSOutside,P172501840,300 S MONROE ST,39.284134,-76.64670600000001,2017-09-07
615889,3386839,2951157,Medium,SW,NARCOTICSOutside,P172952157,2700 WILKENS AV,39.27802,-76.658845,2017-10-22
265940,1559282,3119604,Medium,CD,NARCOTICS INSIDE,P173632519,400 W SARATOGA ST,39.292805,-76.621493,2017-12-29
584242,3278621,2767767,Medium,SD,NARCOTICS INSIDE,P172290519,800 CARROLL ST,39.282089,-76.62877399999999,2017-08-17
470004,2799270,2638535,Medium,CD,NARCOTICSOutside,P171840484,1800 PENNSYLVANIA AV,39.304429999999996,-76.635769,2017-07-03
601493,3372371,2537465,Medium,NW,NARCOTICSOutside,P171502089,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-05-30
71968,359737,2754141,Medium,SD,NARCOTICSOutside,P172240824,2000 EAGLE ST,39.280931,-76.647349,2017-08-12
218802,1497570,2717628,Medium,WD,NARCOTICS INSIDE,P172111025,1000 BLK W NORTH AV,39.310433,-76.634847,2017-07-30
549295,3096521,3140342,Medium,SD,NARCOTICSOutside,P180080719,2000 W PRATT ST,39.285032,-76.648652,2018-01-08
536553,3083731,2734691,Medium,ED,NARCOTICSOutside,P172170652,600 BLK N COLLINGTON AV,39.297559,-76.58658,2017-08-05
474904,2804205,2859647,Medium,SW,NARCOTICSOutside,P172622074,2700 WILKENS AV,39.27802,-76.658845,2017-09-19
130027,695703,2478276,Medium,ED,NARCOTICSOutside,P171301619,1600 N BOND ST,39.308541,-76.59685999999999,2017-05-10
553044,3170683,2528686,Medium,NE,NARCOTICSOutside,P171471378,5300 TRAMORE RD,39.353533,-76.567949,2017-05-27
109422,587703,2461251,Medium,WD,NARCOTICSOutside,P171241356,1600 BLK MOUNTMOR CT,39.306965999999996,-76.644515,2017-05-04
695745,3735920,2683099,Medium,NE,NARCOTICSOutside,P171991274,5900 RADECKE AV,39.330693,-76.532031,2017-07-18
430699,2021087,3394318,Medium,SW,NARCOTICSOutside,P181082466,4700 VANCOUVER RD,39.273615,-76.695352,2018-04-18
427519,2011688,3390820,Medium,ED,NARCOTICSOutside,P181071465,1200 N LUZERNE AV,39.304927,-76.581253,2018-04-17
59839,254437,3166955,Medium,SW,NARCOTICSOutside,P180182320,3700 EDMONDSON AV,39.293957,-76.678525,2018-01-18
363786,1846325,3307080,Medium,WD,NARCOTICS INSIDE,P180741009,1300 W NORTH AV,39.310241999999995,-76.638603,2018-03-15
339047,1792606,3263451,Medium,SE,NARCOTICS INSIDE,P180561906,1400 E FAYETTE ST,39.29298,-76.598292,2018-02-25
79845,370816,2995820,Medium,NE,NARCOTICSOutside,P173121355,4400 MARBLE HALL RD,39.34365,-76.595387,2017-11-08
508432,2975933,2527086,Medium,NW,NARCOTICSOutside,P171463314,5000 PARK HEIGHTS AV,39.347744,-76.673797,2017-05-26
368394,1857730,3312752,Medium,ED,NARCOTICSOutside,P180761448,900 ABBOTT CT,39.301162,-76.604398,2018-03-17
95488,481036,2746810,Medium,ND,NARCOTICSOutside,P172212200,3300 GREENMOUNT AV,39.328593,-76.609429,2017-08-09
671251,3649183,2549266,Medium,ED,NARCOTICSOutside,P171541784,700 BLK N LUZERNE AV,39.29923,-76.580899,2017-06-03
692960,3733126,2598808,Medium,ED,NARCOTICSOutside,P171702715,2300 HARFORD RD,39.315827,-76.59626899999999,2017-06-19
715973,3803609,2642946,Medium,SD,NARCOTICSOutside,P171851988,100 S STOCKTON ST,39.286537,-76.637325,2017-07-04
729727,3832749,3024459,Medium,SW,NARCOTICS INSIDE,P173232121,900 POPLAR GROVE ST,39.298173999999996,-76.665121,2017-11-19
202808,1476359,2583597,Medium,ND,NARCOTICSOutside,P171652923,4600 YORK RD,39.344485999999996,-76.609574,2017-06-14
702445,3742644,2890224,Medium,SW,NARCOTICSOutside,P172731376,2700 WILKENS AV,39.27802,-76.658845,2017-09-30
269408,1563726,3143260,Medium,ED,NARCOTICSOutside,P180091152,1600 EDISON HY,39.307634,-76.573001,2018-01-09
378103,1882179,3324657,Medium,CD,NARCOTICSOutside,P180811854,1600 EUTAW PL,39.306427,-76.629428,2018-03-22
331371,1775216,3265874,Medium,SW,NARCOTICSOutside,P180572226,1300 POPLAR GROVE ST,39.302261,-76.665359,2018-02-26
433352,2028207,3398676,Medium,SW,NARCOTICSOutside,P180841869,3700 CHESHOLM RD,39.310214,-76.680959,2018-04-20
364132,1846984,3307454,Medium,SW,NARCOTICSOutside,P180741480,600 BLK S SMALLWOOD ST,39.280366,-76.650315,2018-03-15
64896,350766,2551290,Medium,CD,NARCOTICSOutside,P171550598,1800 PENNSYLVANIA AV,39.304429999999996,-76.635769,2017-06-04
299397,1688123,3220314,Medium,SD,NARCOTICSOutside,P180390464,100 BLK S SCHROEDER ST,39.286584999999995,-76.633645,2018-02-08
159257,794824,2514400,Medium,ND,NARCOTICSOutside,P171422629,2600 PARK HEIGHTS TE,39.338612,-76.661564,2017-05-22
326422,1768762,3271710,Medium,NW,NARCOTICSOutside,P180592750,5400 BLK NARCISSUS AV,39.349014000000004,-76.684362,2018-02-28
485175,2883976,2506920,Medium,SW,NARCOTICS INSIDE,P171400672,2400 WASHINGTON BL,39.268358,-76.650494,2017-05-20
223085,1503429,2762410,Medium,SD,NARCOTICS INSIDE,P172271040,1300 MCHENRY ST,39.284552000000005,-76.638047,2017-08-15
682890,3660917,2999493,Medium,NW,NARCOTICS INSIDE,P173132656,3800 LIBERTY HEIGHTS AV,39.326425,-76.67905999999999,2017-11-09
330908,1774615,3273252,Medium,CD,NARCOTICS INSIDE,P180601433,600 LAURENS ST,39.3043,-76.63559599999999,2018-03-01
17588,61519,3112059,Medium,SE,NARCOTICSOutside,P173601574,1300 E FAYETTE ST,39.292703,-76.599223,2017-12-26
336645,1789511,3264723,Medium,SW,NARCOTICSOutside,P180570923,2700 WILKENS AV,39.278036,-76.658804,2018-02-26
515149,2982722,2772290,Medium,NW,NARCOTICS INSIDE,P172302398,4400 PARK HEIGHTS AV,39.340407,-76.66703299999999,2017-08-18
111314,590401,2517425,Medium,NW,NARCOTICSOutside,P171432774,3700 LIBERTY HEIGHTS AV,39.325803,-76.676911,2017-05-23
409441,1964784,3366599,Medium,NW,NARCOTICSOutside,P180981144,3300 N EDGEWOOD ST,39.324987,-76.674722,2018-04-08
565565,3183248,2929663,Medium,SD,NARCOTICSOutside,P172872321,100 S PAYSON ST,39.285915,-76.648531,2017-10-14
671367,3649299,2537588,Medium,ND,NARCOTICSOutside,P171502239,2900 GREENMOUNT AV,39.323802,-76.609426,2017-05-30
79021,369594,2957619,Medium,NW,NARCOTICSOutside,P172980447,3900 BLK DORCHESTER RD,39.329496,-76.683274,2017-10-25
292495,1672538,3209315,Medium,SD,NARCOTICSOutside,P180342040,2000 CHRISTIAN ST,39.282086,-76.64851999999999,2018-02-03
653477,3566149,2667414,Medium,SD,NARCOTICSOutside,P171933267,800 BLK HOLLINS ST,39.287577,-76.628578,2017-07-12
68918,355837,2675101,Medium,NW,NARCOTICS INSIDE,P171961729,4400 PARK HEIGHTS AV,39.340407,-76.66703299999999,2017-07-15
676006,3653969,2721215,Medium,CD,NARCOTICSOutside,P172122049,100 BLK N EUTAW ST,39.290541,-76.621016,2017-07-31
691653,3731813,2571632,Medium,SW,NARCOTICSOutside,P171612719,3000 WESTWOOD AV,39.30808,-76.667651,2017-06-10
8082,48976,2783927,Medium,NE,NARCOTICSOutside,P172342822,5100 BELAIR RD,39.336123,-76.554427,2017-08-22
121125,602986,2910770,Medium,SW,NARCOTICS INSIDE,P172802582,4100 FREDERICK AV,39.281712,-76.68343399999999,2017-10-07
662793,3575495,2984413,Medium,SW,NARCOTICSOutside,P173073172,2600 W FAIRMOUNT AV,39.288258,-76.658754,2017-11-03
625511,3466576,2456766,Medium,NE,NARCOTICSOutside,P171223272,3500 BELAIR RD,39.323423,-76.571167,2017-05-02
