,LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,LicenseFee,CertificateNumber,LicenseStatus,LicenseeFirstName,LicenseeLastName,TradeName,CorpName,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,2010 Census Wards Precincts,2010 Census Neighborhoods,Zip Codes,longitude,latitude
18923,LB,BWL,2.0,2017-05-01,2018-04-30,2017,1520.0,0007,Renewed,RICHARD,BLOOM,ETHEL'S CREOLE KITCHEN,"RNFB, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1615 SULGRAVE,21209,273.0,168.0,14001.0,39.367244, -76.652357
18924,LB,BWL,36.0,2017-05-01,2018-04-30,2017,1800.0,0045,Renewed,CYNTHIA J.,WOLF,PETIT LOUIS BISTRO,"BISTROCO, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",4800-4816 ROLAND AVENUE,21210,235.0,214.0,14004.0,39.350388, -76.635125
18927,LBD7,BWL,134.0,2017-05-01,2018-04-30,2017,1320.0,0341,Renewed,DONALD,BLANKS,ORLEANS LIQUOR,"D.E.D., INC.",Tavern,7 days,"Beer, Wine, & Liquor",401 MONTFORD AVENUE NORTH,21224,122.0,141.0,27935.0,39.295777, -76.583524
18928,LA,BWL,38.0,2017-05-01,2018-04-30,2017,858.0,0487,Renewed,YONG KU,KIM,GERI'S LIQUORS,"YKS KIM, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2200 CHARLES STREET NORTH,21218,11.0,278.0,27307.0,39.314411, -76.616765
18931,LB,BWL,172.0,2017-05-01,2018-04-30,2017,1320.0,0357,Renewed,QING,CHEN,PAUL CHEN HONG KONG RESTAURANT,"CHEN'S HONG KONG RESTAURANT AT BALTIMORE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",2426-32 CHARLES STREET NORTH,21218,11.0,278.0,27307.0,39.317138, -76.616945
18932,LBHM,BWL,11.0,2017-05-01,2018-04-30,2017,7000.0,0197,Renewed,KATIE DIEM,DANG,DELTA BY MARRIOTT,"CHARLES REDWOOD GROUP MT, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",15-19 CHARLES STREET SOUTH,21201,6.0,65.0,13645.0,39.288612, -76.61508
18934,LB,BWL,16.0,2017-05-01,2018-04-30,2017,2020.0,0024,Renewed,ERICA M.,RUSSO,POINT IN FELLS,"POINT IN FELLS, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1734 THAMES STREET,21231,286.0,68.0,27954.0,39.281883, -76.591393
18935,LBHM,BWL,16.0,2017-05-01,2018-04-30,2017,7200.0,0546,Renewed,RICHARD T.,MORSE,HAMPTON INN DOWNTOWN BALTIMORE,"MCRB CAMDEN LICENSEE, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",550 WASHINGTON BOULEVARD,21230,1.0,241.0,27953.0,39.285256, -76.62306
18936,LB,BWL,201.0,2017-05-01,2018-04-30,2017,2500.0,0558,Renewed,LYDIA,FITZSIMMONS,CYPRIANA,"EMF,INC",Restaurant,7 days,"Beer, Wine, & Liquor",116 UNIVERSITY PARKWAY WEST,21210,13.0,123.0,14004.0,39.335642, -76.622583
18938,LBD7,BWL,57.0,2017-05-01,2018-04-30,2017,1320.0,0256,Renewed,JO ANNE,PEZZULLA,MIDWAY BAR,THE SPARKLE CORPORATION,Tavern,7 days,"Beer, Wine, & Liquor",421 BALTIMORE STREET EAST,21202,6.0,65.0,13645.0,39.289776, -76.609354
18939,LA,BWL,58.0,2017-05-01,2018-04-30,2017,858.0,0510,Renewed,JOSEPH CHARLES,GORDON,GENIE'S LIQUORS,"G.T.C., INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1107 DUNDALK AVENUE,21224,135.0,94.0,27935.0,39.281431, -76.535201
18940,LBD7,BWL,269.0,2017-05-01,2018-04-30,2017,1320.0,0754,Renewed,ZENIA M.,JOHNS,ZIASCOS,"ZIASCOS, LLC",Tavern,7 days,"Beer, Wine, & Liquor",1313 PRATT STREET EAST,21231,111.0,249.0,27954.0,39.288938, -76.59887
18941,LB,BWL,119.0,2017-05-01,2018-04-30,2017,1820.0,0136,Renewed,KATHY ,PALOKOFF,JOE SQUARED PIZZA,"JOE SQUARED,LLC",Restaurant,7 days,"Beer, Wine, & Liquor",33 NORTH AVE WEST,21201,158.0,44.0,13642.0,39.310973, -76.617748
18942,LA,BWL,120.0,2017-05-01,2018-04-30,2017,858.0,0665,Renewed,SONG JA ,LEE ,SLIM'S LIQUORS,SONG 618 INC.,Package goods only,6 days,"Beer, Wine, & Liquor",3214 HOLLINS FERRY ROAD,21227,162.0,134.0,27953.0,39.25062, -76.647103
18943,LBD7,BWL,194.0,2017-05-01,2018-04-30,2017,1820.0,0418,Renewed,LOWELL,HERMAN,HARRY ATTMAN'S DELI,HARRY ATTMAN'S DELI LLC.,Tavern,7 days,"Beer, Wine, & Liquor",1015-21 LOMBARD STREET EAST,21202,110.0,110.0,13645.0,39.289391, -76.601888
18944,LBD7,BWL,201.0,2017-05-01,2018-04-30,2017,1320.0,0426,Renewed,SAMUEL ,HENIG,CLOCK,"QG,LLC",Tavern,7 days,"Beer, Wine, & Liquor",31 CALVERT STREET  SOUTH,21202,6.0,65.0,13645.0,39.287999, -76.612183
18945,LA,BWL,26.0,2017-05-01,2018-04-30,2017,858.0,0472,Renewed,STACY ,GREEN,CANTON MARKET,"CAMDEN MARKET, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",2334 BOSTON STREET,21224,116.0,30.0,27935.0,39.282627, -76.583577
18946,LB,BWL,8.0,2017-05-01,2018-04-30,2017,1320.0,0015,Renewed,ALBERT ,SHAFFER ,ARGOSY CAFE,"SHAFFER INVESTMENT  GROUP, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",7 CALVERT STREET  NORTH,21202,6.0,65.0,13645.0,39.290127, -76.61231
18950,LB,BWL,216.0,2017-05-01,2018-04-30,2017,1540.0,0574,Renewed,EVAN,BOSCO,VERDE,VERDE CORPORATION,Restaurant,7 days,"Beer, Wine, & Liquor",641 MONTFORD AVENUE SOUTH,21224,116.0,30.0,27935.0,39.284091, -76.582778
18951,LBD7,BWL,118.0,2017-05-01,2018-04-30,2017,1320.0,0325,Renewed,VINCENT ANIBAL,AROSEMENA,THE WATER STREET TAVERN/KEY WEST ISLAND BAR,"THE WATER STREET TAVERN, INC.",Tavern,7 days,"Beer, Wine, & Liquor",102-04 WATER STREET,21202,6.0,65.0,13645.0,39.288024, -76.613609
18952,LB,BWL,215.0,2017-05-01,2018-04-30,2017,1320.0,0573,Renewed,MOHAMMAD,IZADI,FLIGHT,"SANTORINI GREEK & ITALIAN CUISINE, INC",Restaurant,7 days,"Beer, Wine, & Liquor",5721-23 YORK ROAD,21212,257.0,215.0,14009.0,39.360131, -76.609942
18953,LBD7,BWL,392.0,2017-05-01,2018-04-30,2017,1320.0,1126,Renewed,GEORGE,MAROUSIS,MAYNARD'S CAFE,3916 CORPORATION,Tavern,7 days,"Beer, Wine, & Liquor",3916 HANOVER STREET SOUTH,21225,144.0,26.0,27937.0,39.234837, -76.611401
18956,LC,BWL,17.0,2017-05-01,2018-04-30,2017,550.0,0707,Renewed,WILLIAM,TOLSON,BROOKLYN/CURTIS BAY AMERICAN LEGION #187,AMERICAN LEGION POST #187,Non-Profits only,7 days,"Beer, Wine, & Liquor",1527 CHERRY STREET,21226,37.0,61.0,27939.0,39.222164, -76.588694
18957,LB,BWL,232.0,2017-05-01,2018-04-30,2017,2500.0,0592,Renewed,KRISTEN DERR,ZISSEL,MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT,"MCCORMICK & SCHMICK MARYLAND LIQUOR,INC",Restaurant,7 days,"Beer, Wine, & Liquor",711 EASTERN AVENUE,21202,6.0,121.0,13645.0,39.284916, -76.605699
18958,LA,BWL,131.0,2017-05-01,2018-04-30,2017,858.0,0677,Renewed,HO CHOON,SUN,SUN'S LIQUORS,"SUN'S LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1900 LOMBARD STREET WEST,21223,79.0,36.0,27632.0,39.28613, -76.646949
18959,LBD7,BWL,268.0,2017-05-01,2018-04-30,2017,1320.0,0753,Renewed,BRYAN,SPUND,ADMIRALS CUP,"ADMIRALS CUP, LLC",Tavern,7 days,"Beer, Wine, & Liquor",1645 THAMES STREET,21231,286.0,68.0,27954.0,39.281756, -76.593467
18960,LB,BWL,220.0,2017-05-01,2018-04-30,2017,2020.0,0579,Renewed,JOSEPH M.,MCFADDEN,GLASS GRILL,"M & J 6804 PROPERTY, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",6804 EASTERN AVENUE,21224,137.0,75.0,27935.0,39.288064, -76.530875
18961,WD,BW,22.0,2017-05-01,2018-04-30,2017,165.0,0862,Renewed,PENELOPE,CHUNGSAKOON,THAI YUM,"TC & PC, LLC",Tavern License,7 days,Beer & Light Wine,1006 LIGHT STREET,21230,165.0,67.0,27953.0,39.278057, -76.612506
18962,LBD7,BWL,214.0,2017-05-01,2018-04-30,2017,1320.0,0440,Renewed,NICOLE,CALLENDER,LOONEY'S PUB,"MEFBMS, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2900-02 O'DONNELL STREET,21224,115.0,30.0,27935.0,39.280357, -76.575238
18963,LA,BWL,101.0,2017-05-01,2018-04-30,2017,858.0,0637,Renewed,JANICE ,MOREE,BAY ISLAND SEAFOOD,"BAY ISLAND SEAFOOD CARRYOUT, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1901-05 PRATT STREET WEST,21223,279.0,36.0,27632.0,39.285111, -76.646908
18964,LB,BWL,218.0,2017-05-01,2018-04-30,2017,1820.0,0576,Renewed,TEZZERA,ZEBRIE,TABOR ETHIOPIAN RESTAURANT,TABOR ETHIOPIAN CUISINE INC,Restaurant,7 days,"Beer, Wine, & Liquor",328 PARK AVE,21201,5.0,65.0,13642.0,39.293852, -76.618195
18965,LD,BWL,11.0,2017-05-01,2018-04-30,2017,825.0,0832,Renewed,RICHARD,ZHAO,BROTHERS SUSHI,"ZHAO BROTHERS, LLC",Tavern,6 days,"Beer, Wine, & Liquor",1035-37 CHARLES STREET SOUTH,21230,175.0,67.0,27953.0,39.277477, -76.614416
18966,LBD7,BWL,176.0,2017-05-01,2018-04-30,2017,1320.0,0400,Renewed,JAIME L,BALVUENA BRAVO,EL OASIS RESTAURANT Y DISCOTEC,"EL OASIS RESTAURANT Y DISCOTEC, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3919-21 EASTERN AVENUE,21224,130.0,17.0,27935.0,39.286744, -76.56377
18967,WA,BW,9.0,2017-05-01,2018-04-30,2017,110.0,0521,Renewed,UNG SUK,HONG,ELMLEY DELI,"H & P DELI, INC.",Package goods only,6 days,Beer & Light Wine,3859 ELMLEY AVENUE,21213,196.0,275.0,26956.0,39.317868, -76.563787
18968,LA,BWL,24.0,2017-05-01,2018-04-30,2017,908.0,0468,Renewed,GORDON,MCNAMARA III,PINEHURST GOURMET & WINE SHOPPE,"PINEHURST WINE SHOPPE, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",6242 BELLONA AVENUE,21212,271.0,14.0,14009.0,39.371284, -76.618308
18969,LB,BWL,208.0,2017-05-01,2018-04-30,2017,1340.0,0565,Renewed,LAURA H.,SINGH,AMBASSADOR DINING ROOM,"TUSCANY, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",3811 CANTERBURY ROAD,21218,31.0,237.0,14004.0,39.33536, -76.620452
18970,LBD7,BWL,181.0,2017-05-01,2018-04-30,2017,1320.0,0405,Renewed,SHARON,MCNEW,SHARKY'S BAR & GRILL,"WOPARICO, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2819 EASTERN AVENUE,21224,114.0,30.0,27935.0,39.286246, -76.576608
18972,WD,BW,17.0,2017-05-01,2018-04-30,2017,165.0,0849,Renewed,STAVROS,VASILAKOPOULOS,JOHN'S CARRY-OUT,"VAS BROTHERS, INC.",Tavern License,7 days,Beer & Light Wine,3001-03 O'DONNELL STREET,21224,115.0,30.0,27935.0,39.280103, -76.57379
18973,LA,BWL,74.0,2017-05-01,2018-04-30,2017,858.0,0529,Renewed,ROBERT LEE,BROWN,WINN'S LIQUORS,"BONA, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2540 FAYETTE STREET EAST,21224,123.0,141.0,27935.0,39.294472, -76.580743
18974,LB,BWL,87.0,2017-05-01,2018-04-30,2017,2520.0,0100,Renewed,JUDITH,GOLDING,DONNA'S CROSS KEYS,"DONNA'S VCK, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",5102 FALLS ROAD,21210,254.0,59.0,14004.0,39.35564, -76.644161
18975,LB,BWL,166.0,2017-05-01,2018-04-30,2017,1520.0,0264,Renewed,HENRY,DEFORD,KATANA,"BALTIMORE KATANA, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",843-45 MONTFORD AVENUE SOUTH,21224,116.0,30.0,27935.0,39.282461, -76.582666
18976,LA,BWL,120.0,2017-05-01,2018-04-30,2017,858.0,0665,Renewed,CRAIG ,YOUNG ,SLIM'S LIQUORS,SONG 618 INC.,Package goods only,6 days,"Beer, Wine, & Liquor",3214 HOLLINS FERRY ROAD,21227,162.0,134.0,27953.0,39.25062, -76.647103
18977,LB,BWL,191.0,2017-05-01,2018-04-30,2017,1320.0,0544,Renewed,AJAY,HANDOO,HOPKINS DELI,"MR. MISTER, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",110 39TH STREET WEST,21218,28.0,237.0,14004.0,39.336445, -76.622716
18979,LA,BWL,151.0,2017-05-01,2018-04-30,2017,858.0,0778,Renewed,DENISE E.,EVERETTE,APPLE TREE LIQUORS,"PATTERSON WINE & SPIRITS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",4159 PATTERSON AVENUE,21215,60.0,208.0,27295.0,39.354767, -76.703976
18980,LC,BWL,15.0,2017-05-01,2018-04-30,2017,550.0,0704,Renewed,RONALD,"HUDGINS, SR.",VULCAN BLAZERS OF BALTIMORE CITY,"VULCAN BLAZERS OF BALTIMORE CITY, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",2811 DRUID PARK DRIVE,21215,40.0,187.0,27295.0,39.324891, -76.658117
18981,LB,BWL,230.0,2017-05-01,2018-04-30,2017,1520.0,0589,Renewed,JOSH ,BURRELL ,MAXIE'S PIZZA BAR & GRILLE,"BTJ,LLC",Restaurant,7 days,"Beer, Wine, & Liquor",3003 CHARLES STREET NORTH,21218,34.0,277.0,27307.0,39.325152, -76.61734
18982,LBD7,BWL,98.0,2017-05-01,2018-04-30,2017,1320.0,0301,Renewed,MINGO ,GRANT ,GRANT'S 2 SPOT,"TWO SPOT, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2 WHEELER AVENUE NORTH,21223,78.0,197.0,27632.0,39.288273, -76.654365
18983,LB,BWL,193.0,2017-05-01,2018-04-30,2017,2000.0,0548,Renewed,COURTNEY ,MOWRY,GORDON BIERSCH BREWERY AND RESTAURANT,"HARBOR EAST BREWERY, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1000 LANCASTER STREET SUITE B,21202,109.0,121.0,13645.0,39.282433, -76.599382
18984,LA,BWL,8.0,2017-05-01,2018-04-30,2017,858.0,0451,Renewed,JUNG JOO,CHOI,WESTPORT LIQUORS,"CHOI DRILL, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2244-46 ANNAPOLIS ROAD,21230,151.0,258.0,27953.0,39.263475, -76.633615
18985,LBD7,BWL,169.0,2017-05-01,2018-04-30,2017,1320.0,0392,Renewed,BRENDA LEE,ZIEGLER,ROSIES BAR,"RAY JUNIOR, INC.",Tavern,7 days,"Beer, Wine, & Liquor",482 BENTALOU STREET SOUTH,21223,279.0,154.0,27632.0,39.281459, -76.652507
18986,LB,BWL,131.0,2017-05-01,2018-04-30,2017,1800.0,0151,Renewed,RENATO,"ROTONDO, SR.",SABATINO'S RESTAURANT,"SABATINO'S, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",901-05 FAWN STREET,21202,109.0,57.0,13645.0,39.286431, -76.601491
18987,LA,BWL,116.0,2017-05-01,2018-04-30,2017,858.0,0659,Renewed,BARBARA J.,MUELLER,MUELLER'S DELI,"MUELLER'S DELICATESSEN, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",7205-07 HARFORD ROAD,21234,266.0,174.0,27957.0,39.368193, -76.547694
18988,LA,BWL,17.0,2017-05-01,2018-04-30,2017,858.0,0460,Renewed,TYRONE,ARMSTEAD,J & A LIQUORS,,Package goods only,6 days,"Beer, Wine, & Liquor",2331 BARCLAY STREET,21218,11.0,10.0,27307.0,39.316155, -76.611243
18989,LB,BWL,178.0,2017-05-01,2018-04-30,2017,1320.0,0368,Renewed,DAVID S.,GJERDE,ARTIFACT COFFEE,"ARTIFACT, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1500 UNION AVE,21211,20.0,102.0,14006.0,39.332084, -76.640722
18990,LA,BWL,72.0,2017-05-01,2018-04-30,2017,858.0,0527,Renewed,SHARON,HART,HAMPDEN PARKS LIQUORS,"TJ LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",3701 FALLS ROAD,21211,20.0,102.0,14006.0,39.33275, -76.635505
18992,LB,BWL,66.0,2017-05-01,2018-04-30,2017,1320.0,0079,Renewed,MING ,ZHENG,ASIAN TASTE,ASIAN TASTE RESTAURANT INC.,Restaurant,7 days,"Beer, Wine, & Liquor",916 36TH STREET WEST,21211,73.0,102.0,14006.0,39.331111, -76.632256
18994,WA,BW,26.0,2017-05-01,2018-04-30,2017,110.0,0788,Renewed,SUNG JA,KIM,JIM'S FOOD MARKET,"CHI-SUNG, INC.",Package goods only,6 days,Beer & Light Wine,2102 RAMSAY STREET,21223,279.0,36.0,27632.0,39.282957, -76.650202
18995,LB,BWL,9.0,2017-05-01,2018-04-30,2017,1520.0,0016,Renewed,WILLIAM,"PACKO, JR.",GREENE TURTLE,"PO DO PAC, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",718-22 BROADWAY SOUTH,21231,286.0,68.0,27954.0,39.282953, -76.593483
18997,LB,BWL,65.0,2017-05-01,2018-04-30,2017,2000.0,0078,Renewed,JAY ,SWANSON,BRIO TUSCAN GRILLE,"BRIO TUSCAN GRILLE OF BALTIMORE, LLC.",Restaurant,7 days,"Beer, Wine, & Liquor",100 PRATT STREET EAST,21202,3.0,121.0,13645.0,39.286574, -76.612663
18999,LA,BWL,178.0,2017-05-01,2018-04-30,2017,858.0,0820,Renewed,UPENDRA ,SHRESTHA,CORKY'S LIQUORS,"DESI AUG, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",5404-06 YORK ROAD,21212,230.0,116.0,14009.0,39.356107, -76.6099
19001,LB,BWL,186.0,2017-05-01,2018-04-30,2017,1800.0,0423,Renewed,NICKOLAOS,HAPSIS,LOAFERS 2,TDF CORPORATION,Restaurant,7 days,"Beer, Wine, & Liquor",1401 BLOOMFIELD AVENUE,21227,166.0,244.0,27944.0,39.261864, -76.666699
19002,LA,BWL,125.0,2017-05-01,2018-04-30,2017,858.0,0670,Renewed,MICHAEL ,SIUM,DIDI LIQUORS,"DIDI LIQUORS,LLC",Package goods only,6 days,"Beer, Wine, & Liquor",2000 LANVALE STREET WEST,21217,87.0,153.0,27301.0,39.297426, -76.649392
19003,LD,BWL,26.0,2017-05-01,2018-04-30,2017,825.0,0863,Renewed,GIOVANNI,ERCOLE,GIOVANNI'S TUTTI GUSTI,"COSTACOLE, LLC",Tavern,6 days,"Beer, Wine, & Liquor",3100 FAIT AVENUE,21224,114.0,30.0,27935.0,39.283336, -76.572592
19004,LB,BWL,158.0,2017-05-01,2018-04-30,2017,1520.0,0184,Renewed,KATHLEEN,LYON,CLARK BURGER,YORK ROAD CINEMA LLC,Restaurant,7 days,"Beer, Wine, & Liquor",5904 YORK RD,21212,257.0,215.0,14009.0,39.363427, -76.609966
19006,LB,BWL,192.0,2017-05-01,2018-04-30,2017,2020.0,0547,Renewed,CHRISTI R.,HING,KONA GRILL,"KONA BALTIMORE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1 PRATT STREET EAST,21202,3.0,241.0,13645.0,39.286517, -76.614211
19007,LA,BWL,7.0,2017-05-01,2018-04-30,2017,858.0,0450,Renewed,WILSON,CONTRERAS,LA BAMBA'S LIQUOR & GROCERY,"C SMITH, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",459 ANGLESEA STREET,21224,138.0,117.0,27935.0,39.287559, -76.546621
19008,LMZ,BWL,1.0,2017-05-01,2018-04-30,2017,500.0,0198,Renewed,STEPHEN ,ROSENFELD,MARYLAND ZOO AT BALTIMORE,"MARYLAND ZOOLOGICAL SOCIETY, INC.",Zoo License,every ,"Beer, Wine & Liquor",1876 MANSION HOUSE DRIVE,21217,21.0,69.0,14006.0,39.32323, -76.64702
19010,LC,BWL,7.0,2017-05-01,2018-04-30,2017,550.0,0600,Renewed,TONI,LUDWIG,V.F.W. POST 2916,BROOKLYN-CURTIS BAY MEM.POST 2916 V.F.W.,Non-Profits only,7 days,"Beer, Wine, & Liquor",601 PATAPSCO AVENUE EAST,21225,142.0,26.0,27937.0,39.236259, -76.602132
19011,LBD7,BWL,43.0,2017-05-01,2018-04-30,2017,1320.0,0241,Renewed,GEORGE ,MOONEY,HOLABIRD BAR & LIQUOR,"6701 HOLABIRD, INC.",Tavern,7 days,"Beer, Wine, & Liquor",6701-05 HOLABIRD AVENUE,21222,133.0,94.0,27628.0,39.272548, -76.530423
19012,LB,BWL,171.0,2017-05-01,2018-04-30,2017,2020.0,0356,Renewed,JUILEANNA ,MCGUIRE ,SANGRIA,"SANGRIA,LLC",Restaurant,7 days,"Beer, Wine, & Liquor",930 CHARLES STREET NORTH,21201,93.0,165.0,13645.0,39.300659, -76.615877
19014,LA,BWL,73.0,2017-05-01,2018-04-30,2017,858.0,0528,Renewed,MITTAL,SHETH,REDFISH LIQUORS,SHREE LLC,Package goods only,6 days,"Beer, Wine, & Liquor",4001 FALLS ROAD,21211,26.0,102.0,14006.0,39.336644, -76.636693
19015,LB,BWL,243.0,2017-05-01,2018-04-30,2017,1320.0,0689,Renewed,FRANK J.,SPINALE,VINNY'S CAFE,"SCOTTO AND SONS, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",6212-16 HOLABIRD AVENUE,21224,134.0,24.0,27935.0,39.272216, -76.540018
19016,LB,BWL,12.0,2017-05-01,2018-04-30,2017,3000.0,0019,Renewed,JAY A.,WOLSCZCAK,HARD ROCK CAFE,"HARD ROCK CAFE INTERNATIONAL (STP), INC.",Restaurant,7 days,"Beer, Wine, & Liquor",601 PRATT STREET EAST,21202,6.0,121.0,13645.0,39.286765, -76.607217
19017,LBHM,BWL,11.0,2017-05-01,2018-04-30,2017,7000.0,0197,Renewed,JANICE,NEIL,DELTA BY MARRIOTT,"CHARLES REDWOOD GROUP MT, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",15-19 CHARLES STREET SOUTH,21201,6.0,65.0,13645.0,39.288612, -76.61508
19018,LBD7,BWL,69.0,2017-05-01,2018-04-30,2017,1320.0,0272,Renewed,MARGARET,CAPALDI,BUSTERS PUB,"BUSTER'S, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3208 LOMBARD STREET EAST,21224,129.0,9.0,27935.0,39.291235, -76.570904
19021,LA,BWL,103.0,2017-05-01,2018-04-30,2017,858.0,0641,Renewed,KRYSTAL ,PEOPLES ,"CHIZA'S & COMPANY, INC.",CURLEY'S LIQUORS,Package goods only,6 days,"Beer, Wine, & Liquor",5200 REISTERSTOWN ROAD,21215,63.0,263.0,27295.0,39.343, -76.683665
19022,LB,BWL,205.0,2017-05-01,2018-04-30,2017,1320.0,0562,Renewed,EMMANUEL,KRITIKOS,ZORBAS RESTAURANT,"DIAFANI, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",4710 EASTERN AVENUE,21224,139.0,90.0,27935.0,39.287051, -76.556165
19024,LBD7,BWL,231.0,2017-05-01,2018-04-30,2017,1820.0,0713,Renewed,MARC,GENTILE,LITTLE HAVANA,HAVANA MANAGEMENT INC,Tavern,7 days,"Beer, Wine, & Liquor",1325 KEY HIGHWAY,21230,171.0,212.0,27953.0,39.274166, -76.60345
19025,LB,BWL,192.0,2017-05-01,2018-04-30,2017,2020.0,0547,Renewed,FRANK W.,JAROWSKI,KONA GRILL,"KONA BALTIMORE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1 PRATT STREET EAST,21202,3.0,241.0,13645.0,39.286517, -76.614211
19026,LA,BWL,139.0,2017-05-01,2018-04-30,2017,858.0,0763,Renewed,JIN MO,CHONG,JASONS LIQUORS,"OIC LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1209 NORTH AVENUE WEST,21217,98.0,195.0,27301.0,39.310281, -76.637643
19027,WD,BW,18.0,2017-05-01,2018-04-30,2017,165.0,0851,Renewed,CHARLES,BURKE,MARGARET'S PLACE,"M.R. GREEN, INC.",Tavern License,7 days,Beer & Light Wine,349-51 CALHOUN STREET SOUTH,21223,9.0,159.0,27632.0,39.28354, -76.639259
19028,LBD7,BWL,235.0,2017-05-01,2018-04-30,2017,1320.0,0718,Renewed,HARIKLIA,GEORGAS,SUPER STAR INN,"SERDENES RESTAURANT, INC.",Tavern,7 days,"Beer, Wine, & Liquor",5603 PULASKI HIGHWAY,21205,140.0,6.0,13987.0,39.301294, -76.54958
19029,D,B,1.0,2017-05-01,2018-04-30,2017,650.0,0696,Renewed,ROBERT,"KEMMERY, III",UNION CRAFT BREWING,"UNION CRAFT BREWING COMPANY, LLC",Brewery,7 days,Beer,1700 UNION AVENUE,21211,20.0,262.0,14006.0,39.331856, -76.643145
19030,LA,BWL,41.0,2017-05-01,2018-04-30,2017,858.0,0490,Renewed,ANDRE ,DICKERSON,RITE AID,"READ'S, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",125 BALTIMORE STREET EAST,21202,6.0,65.0,13645.0,39.28961, -76.61282
19031,LBD7,BWL,201.0,2017-05-01,2018-04-30,2017,1320.0,0426,Renewed,CRAIG ,MARTIN,CLOCK,"QG,LLC",Tavern,7 days,"Beer, Wine, & Liquor",31 CALVERT STREET  SOUTH,21202,6.0,65.0,13645.0,39.287999, -76.612183
19032,LB,BWL,237.0,2017-05-01,2018-04-30,2017,1820.0,0606,Renewed,COLLIN J.,SCARLETT,EXIT 59 LOUNGE AND RESTAURANT,"EXIT 59, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",6820-24 EASTERN AVENUE,21224,135.0,75.0,27935.0,39.288086, -76.530184
19033,LBHM,BWL,15.0,2017-05-01,2018-04-30,2017,6500.0,0545,Renewed,RICHARD W.,NAING,ALIZEE RESTAURANT,"RWN COLONNADE HOTEL, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",4 UNIVERSITY PARKWAY WEST,21218,13.0,123.0,27307.0,39.333853, -76.61983
19034,LBD7,BWL,254.0,2017-05-01,2018-04-30,2017,1320.0,0739,Renewed,FOTINI ,GERAPETRITIS (S.S.),MICHAEL'S STEAK & LOBSTER HOUSE,"MICHAEL'S STEAK & LOBSTER HOUSE, INC.",Tavern,7 days,"Beer, Wine, & Liquor",6207-11 EASTERN AVENUE,21224,135.0,126.0,27935.0,39.287543, -76.542362
19036,WA,BW,18.0,2017-05-01,2018-04-30,2017,610.0,0656,Renewed,HEIDI,GREEN,ATLANTIC CATERERS,"ATLANTIC CATERERS, INC.",Package goods only,6 days,Beer & Light Wine,4507-09 HARFORD ROAD,21214,188.0,18.0,27291.0,39.340748, -76.571582
