,LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,LicenseFee,CertificateNumber,LicenseStatus,LicenseeFirstName,LicenseeLastName,TradeName,CorpName,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,2010 Census Wards Precincts,2010 Census Neighborhoods,Zip Codes,longitude,latitude
19516,LA,BWL,102.0,2017-05-01,2018-04-30,2017,858.0,0640,Renewed,FREDERICK ,CHUNG,M&L CANTON DISCOUNT LIQUOR,"CANTON SQUARE LIQUOR,INC",Package goods only,6 days,"Beer, Wine, & Liquor",2923-25 O'DONNELL STREET,21224,115.0,30.0,27935.0,39.280078, -76.574508
19517,LB,BWL,139.0,2017-05-01,2018-04-30,2017,1800.0,0161,Renewed,PETE,KORONEOS,BROADWAY DINER,"LLPD,LLC",Restaurant,7 days,"Beer, Wine, & Liquor",6501 EASTERN AVENUE,21224,135.0,203.0,27935.0,39.287764, -76.536627
19519,LBD7,BWL,19.0,2017-05-01,2018-04-30,2017,1320.0,0216,Renewed,MARGARITA ,DEL ROSARIO,EL DEPORTIVO SPORTS BAR,,Tavern,7 days,"Beer, Wine, & Liquor",110 HAVEN STREET SOUTH,21224,140.0,131.0,27935.0,39.291119, -76.562705
19520,LBD7,BWL,133.0,2017-05-01,2018-04-30,2017,1320.0,0340,Renewed,MARKA J.,BROWNING,DOGWATCH TAVERN,"DOGWATCH TAVERN, LLC",Tavern,7 days,"Beer, Wine, & Liquor",709 BROADWAY SOUTH,21231,286.0,68.0,27954.0,39.283247, -76.593195
19522,LBD7,BWL,156.0,2017-05-01,2018-04-30,2017,1320.0,0379,Renewed,DAVID L.,CARRE,BOB'S BAR,"C & C ENTERPRISES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1171-73 WASHINGTON BOULEVARD,21230,177.0,250.0,27953.0,39.281832, -76.633834
19523,LA,BWL,158.0,2017-05-01,2018-04-30,2017,858.0,0786,Renewed,KI SOO,KANG,CALVIN'S,"J & J BROTHERS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",208 PRESTON STREET EAST,21202,97.0,151.0,13645.0,39.304629, -76.612727
19524,LBD7,BWL,56.0,2017-05-01,2018-04-30,2017,1320.0,0255,Renewed,MELISSA S.,FULLER,PIGTOWN TAVERN,"737 CARROLL, LLC",Tavern,7 days,"Beer, Wine, & Liquor",737 CARROLL STREET,21230,168.0,250.0,27953.0,39.282172, -76.627116
19525,WC,BW,1.0,2017-05-01,2018-04-30,2017,82.5,0594,Renewed,FR. DONALD,GRZYMSKI,ARCHBISHOP CURLEY HIGH SCHOOL,"ARCHBISHOP CURLEY FRIARS ""C"" CLUB",Non-Profits only,7 days,Beer & Light Wine,3701 SINCLAIR LANE,21213,150.0,52.0,26956.0,39.313536, -76.565719
19526,LB,BWL,68.0,2017-05-01,2018-04-30,2017,1520.0,0081,Renewed,REZA,HOLLAND,OZRA,"RAYMAX, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",806 STILES STREET,21202,109.0,57.0,13645.0,39.286592, -76.60303
19527,LBD7,BWL,21.0,2017-05-01,2018-04-30,2017,1320.0,0218,Renewed,ERICKA L.,WODKA,NOBLES BAR & GRILL,"PIROG & MARSHALL, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1024 CHARLES STREET SOUTH,21230,175.0,67.0,27953.0,39.277379, -76.614409
19528,LA,BWL,144.0,2017-05-01,2018-04-30,2017,858.0,0770,Renewed,DERESSE ,HARRIS ,PARKSIDE LIQUOR,"T&DH,LLC",Package goods only,6 days,"Beer, Wine, & Liquor",318 PARK AVENUE,21201,5.0,65.0,13642.0,39.293586, -76.618176
19529,LA,BWL,66.0,2017-05-01,2018-04-30,2017,858.0,0518,Renewed,JUNG SOOK,LEE,DENISON LIQUORS,,Package goods only,6 days,"Beer, Wine, & Liquor",3401 EDMONDSON AVENUE,21229,75.0,267.0,27950.0,39.29398, -76.674269
19532,LBD7,BWL,36.0,2017-05-01,2018-04-30,2017,1320.0,0234,Renewed,NIDIA M.,SIERRA,HONEY'S LOUNGE,"BERNIA , INC.",Tavern,7 days,"Beer, Wine, & Liquor",1722-24 GOUGH STREET,21231,287.0,240.0,27954.0,39.287679, -76.59229
19534,LB,BWL,21.0,2017-05-01,2018-04-30,2017,2520.0,0029,Renewed,JOSEPH ,PIAZZA,DOOBY'S COFFEE,DOOBYHAN GROUP INC.,Restaurant,7 days,"Beer, Wine, & Liquor",800 CHARLES STREET NORTH,21201,91.0,165.0,13645.0,39.29889, -76.615756
19535,LBD7,BWL,42.0,2017-05-01,2018-04-30,2017,1320.0,0240,Renewed,PAUL M.,CRIST,GNOCCO,"BREWERS HILL PUB & GRILL, LLC",Tavern,7 days,"Beer, Wine, & Liquor",3734 FLEET STREET,21224,130.0,17.0,27935.0,39.285668, -76.565334
19536,LB,BWL,56.0,2017-05-01,2018-04-30,2017,2500.0,0068,Renewed,MARGARET STILLI,MURPHY,RUSTY SCUPPER,INNER HARBOR RESTAURANT CORPORATION,Restaurant,7 days,"Beer, Wine, & Liquor",402 KEY HIGHWAY,21230,2.0,67.0,27953.0,39.28084, -76.607227
19537,LB,BWL,269.0,2017-05-01,2018-04-30,2017,1320.0,0972,Renewed,KATIE,MOXLEY,NANDO'S PERI PERI,"NANDO'S 421 WEST, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",421 BALTIMORE STREET WEST,21201,5.0,65.0,13642.0,39.289261, -76.621908
19538,LBD7,BWL,216.0,2017-05-01,2018-04-30,2017,1320.0,0442,Renewed,JAMES G.,TRUJILLO,GAME,"SECOND CHANCE OPERATING VENTURES, LLC",Tavern,7 days,"Beer, Wine, & Liquor",1400 WARNER STREET,21230,178.0,32.0,27953.0,39.274762, -76.624913
19540,LBD7,BWL,113.0,2017-05-01,2018-04-30,2017,1320.0,0320,Renewed,GEORGE M.,BOWEN,OTTOBAR,"CAMP ZAMA, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2549-53 HOWARD STREET NORTH,21218,12.0,209.0,27307.0,39.31883, -76.619795
19541,LA,BWL,102.0,2017-05-01,2018-04-30,2017,858.0,0640,Renewed,JONATHAN ,PARK ,M&L CANTON DISCOUNT LIQUOR,"CANTON SQUARE LIQUOR,INC",Package goods only,6 days,"Beer, Wine, & Liquor",2923-25 O'DONNELL STREET,21224,115.0,30.0,27935.0,39.280078, -76.574508
19542,LBD7,BWL,203.0,2017-05-01,2018-04-30,2017,1320.0,0428,Renewed,STUART A.,SATOSKY,SOUTHSIDE SALOON,"SOUTHSIDE SALOON, LLC",Tavern,7 days,"Beer, Wine, & Liquor",430 FORT AVENUE EAST,21230,170.0,212.0,27953.0,39.272882, -76.607303
19543,WA,BW,7.0,2017-05-01,2018-04-30,2017,110.0,0499,Renewed,RONALD D.,BLUNT,S & M MARKET,"SPARROW AND MILL, INC.",Package goods only,6 days,Beer & Light Wine,4812 BOWLEYS LANE,21206,202.0,189.0,13991.0,39.324075, -76.553713
19544,LA,BWL,73.0,2017-05-01,2018-04-30,2017,858.0,0528,Renewed,RUPAL,SHETH,REDFISH LIQUORS,SHREE LLC,Package goods only,6 days,"Beer, Wine, & Liquor",4001 FALLS ROAD,21211,26.0,102.0,14006.0,39.336644, -76.636693
19545,LBD7,BWL,38.0,2017-05-01,2018-04-30,2017,1320.0,0236,Renewed,BOBBY C.,JONES,MIXERS,"CLARK JONES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",6037 BELAIR ROAD,21206,226.0,39.0,13991.0,39.3487, -76.537504
19546,LB,BWL,24.0,2017-05-01,2018-04-30,2017,2520.0,0032,Renewed,LISA B.,SASSCER,LUNA DEL SEA,"CAMDEN VIEW, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",300 PRATT STREET WEST,21201,2.0,241.0,13642.0,39.286289, -76.619646
19547,LA,BWL,22.0,2017-05-01,2018-04-30,2017,858.0,0466,Renewed,RACHHPAL SINGH,GREWAL,GARDEN LIQUOR,"5401 BELAIR, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",5401 BELAIR ROAD,21206,211.0,46.0,13991.0,39.338285, -76.551309
19548,LBD7,BWL,145.0,2017-05-01,2018-04-30,2017,1320.0,0352,Renewed,AURETTA I.,BISIGNANI,STOCKMARKET BAR,"JAMS INVESTMENT, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3538 HANOVER STREET SOUTH,21225,143.0,26.0,27937.0,39.239473, -76.609046
19549,LA,BWL,33.0,2017-05-01,2018-04-30,2017,858.0,0482,Renewed,STEPHANIE,CORRELLI,HOLLINS LIQUORS,"WANG SAN, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",42-44 CARROLLTON AVENUE SOUTH,21223,7.0,114.0,27632.0,39.28749, -76.636673
19552,LA,BWL,139.0,2017-05-01,2018-04-30,2017,858.0,0763,Renewed,CHI HO,OH,JASONS LIQUORS,"OIC LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1209 NORTH AVENUE WEST,21217,98.0,195.0,27301.0,39.310281, -76.637643
19553,LB,BWL,29.0,2017-05-01,2018-04-30,2017,1520.0,0037,Renewed,PHILIP,GELSO,MAMA'S ON THE HALF SHELL,"BLAZE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",2901 O'DONNELL STREET,21224,115.0,30.0,27935.0,39.280049, -76.575254
19554,WD,BW,16.0,2017-05-01,2018-04-30,2017,165.0,0848,Renewed,NIKOLAS,DIAKOKOMNINOS,MARIA D'S,"KMN, INC.",Tavern License,7 days,Beer & Light Wine,1016 LIGHT STREET,21230,165.0,67.0,27953.0,39.277861, -76.612483
19555,LBD7,BWL,107.0,2017-04-24,2018-04-30,2017,200.0,T0314,Transferred,AARON OL,HAMMONS,"A.O. HAMMONS GROUP, INC.",SHIPYARD PUB,Tavern,7 days,"Beer, Wine, & Liquor",3500 O'DONNELL STREET,21224,130.0,30.0,27935.0,39.280498, -76.567549
19556,LB,BWL,141.0,2017-05-01,2018-04-30,2017,1320.0,0163,Renewed,VI NAM,TRAN,MINATO JAPANESE RESTAURANT,"AUSTIN T, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1013 CHARLES STREET NORTH,21201,96.0,151.0,13645.0,39.301575, -76.615942
19557,LBD7,BWL,189.0,2017-05-01,2018-04-30,2017,1320.0,0413,Renewed,DONALD,MCNEELY,DONRITZ TAVERN & GRILL,DONRIT CORPORATON,Tavern,7 days,"Beer, Wine, & Liquor",1508 SARATOGA STREET WEST,21223,10.0,84.0,27632.0,39.292132, -76.641795
19558,LB,BWL,134.0,2017-05-01,2018-04-30,2017,3000.0,0156,Renewed,JESSICA A. ,PHILLIPS,PHILLIPS SEAFOOD,"PHILLIPS SEAFOOD BALTIMORE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",601 PRATT STREET EAST,21202,6.0,121.0,13645.0,39.286765, -76.607217
19561,LA,BWL,41.0,2017-05-01,2018-04-30,2017,858.0,0490,Renewed,MICHAEL J.,"STEWART, JR.",RITE AID,"READ'S, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",125 BALTIMORE STREET EAST,21202,6.0,65.0,13645.0,39.28961, -76.61282
19563,LA,BWL,154.0,2017-05-01,2018-04-30,2017,858.0,0781,Renewed,SHIA YING,LIN,H&C MARKET,XIAO XIN CORPORATION,Package goods only,6 days,"Beer, Wine, & Liquor",1946 PENROSE AVENUE,21223,80.0,197.0,27632.0,39.291198, -76.648726
19564,LBD7,BWL,167.0,2017-05-01,2018-04-30,2017,1320.0,0390,Renewed,HYE SIN,WILLIAMS,WONDERLAND LIQUORS,"WONDERLAND CHEERS, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2043-45 PENNSYLVANIA AVENUE,21217,99.0,242.0,27301.0,39.306483, -76.638242
19566,WC,BW,6.0,2017-05-01,2018-04-30,2017,82.5,0944,Renewed,THEODORE,GELLER,GARDENVILLA CLUB,"GARDENVILLA CLUB, INC",Non-Profits only,7 days,Beer & Light Wine,5405 RADECKE AVENUE,21206,208.0,46.0,13991.0,39.329187, -76.54128
19567,WA,BW,7.0,2017-05-01,2018-04-30,2017,110.0,0499,Renewed,MOON TAIK,LIM,S & M MARKET,"SPARROW AND MILL, INC.",Package goods only,6 days,Beer & Light Wine,4812 BOWLEYS LANE,21206,202.0,189.0,13991.0,39.324075, -76.553713
19568,LB,BWL,24.0,2017-05-01,2018-04-30,2017,2520.0,0032,Renewed,KAMRAN,ASSADI,LUNA DEL SEA,"CAMDEN VIEW, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",300 PRATT STREET WEST,21201,2.0,241.0,13642.0,39.286289, -76.619646
19569,LB,BWL,38.0,2017-05-01,2018-04-30,2017,2520.0,0047,Renewed,DIANE,FAVA,TRINACRIA CAFE,"TRINACRIA CAFE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",111 CENTRE STREET WEST,21201,92.0,165.0,13642.0,39.296248, -76.617937
19570,LA,BWL,161.0,2017-05-01,2018-04-30,2017,858.0,0791,Renewed,ARNOLD L.,DAVIDOV,TUXEDO PHARMACY,"TUXEDO PHARMACY, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",5115 ROLAND AVENUE,21210,254.0,265.0,14004.0,39.35609, -76.634629
19571,LA,BWL,61.0,2017-05-01,2018-04-30,2017,858.0,0513,Renewed,MYUNG SOOK,CHOI,EDGEWOOD DISCOUNT LIQUORS,"HYUN'S MARKET, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",3302 EDGEWOOD STREET,21216,47.0,79.0,27295.0,39.324988, -76.674722
19573,LC,BWL,20.0,2017-05-01,2018-04-30,2017,550.0,0711,Renewed,RICHARD,RIGGS,MARYLAND CLUB,MARYLAND CLUB,Non-Profits only,7 days,"Beer, Wine, & Liquor",1 EAGER STREET EAST,21202,91.0,165.0,13645.0,39.301016, -76.615418
19576,LBAL,BWL,2.0,2017-05-01,2018-04-30,2017,12700.0,0155,Renewed,LISA,SHAW,CROWN FOODS INC.,"CROWN FOODS, INC.",Arena,7 days,"Beer, Wine, & Liquor",201 BALTIMORE STREET WEST,21201,6.0,65.0,13642.0,39.289385, -76.618742
19578,LB,BWL,197.0,2017-05-01,2018-04-30,2017,1820.0,0552,Renewed,LAWRENCE J.,JOHNSON,FOGO DE CHAO,"FOGO DE CHAO CHURRASCARIA (BALTIMORE), LLC",Restaurant,7 days,"Beer, Wine, & Liquor",600 PRATT STREET EAST,21202,6.0,121.0,13645.0,39.286741, -76.607769
19579,LBD7,BWL,52.0,2017-05-01,2018-04-30,2017,1320.0,0251,Renewed,PEGGY SUE,PELANT,CURLEY STREET CAFE,,Tavern,7 days,"Beer, Wine, & Liquor",701 CURLEY STREET SOUTH,21224,114.0,30.0,27935.0,39.284168, -76.57495
19580,LBD7,BWL,253.0,2017-05-01,2018-04-30,2017,1320.0,0737,Renewed,SUSAN K.,WITTEN-HAWKINS,BRANNAN'S PUB,"HARFORD ROAD GROUP, LLC",Tavern,7 days,"Beer, Wine, & Liquor",5516 HARFORD ROAD,21214,225.0,105.0,27291.0,39.352903, -76.560943
19582,LB,BWL,133.0,2017-05-01,2018-04-30,2017,1520.0,0153,Renewed,MIN,CHA,ALOHA SUSHI,ALOHA TOKYO INC,Restaurant,7 days,"Beer, Wine, & Liquor",1218 CHARLES STREET NORTH,21201,97.0,151.0,13645.0,39.303631, -76.616066
19584,LB,BWL,124.0,2017-05-01,2018-04-30,2017,2040.0,0142,Renewed,GIA D.,BLATTERMANN,CAFE GIA,"IGGY'S SANDWICH KING, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",410 HIGH STREET SOUTH,21202,109.0,57.0,13645.0,39.285421, -76.601255
19585,WA,BW,24.0,2017-05-01,2018-04-30,2017,110.0,0776,Renewed,JIN ZHOU,SHI,SLATER'S MARKET,"MICHAEL'S SUPER MARKET, INC.",Package goods only,6 days,Beer & Light Wine,5123-25 PARK HEIGHTS AVENUE,21215,243.0,43.0,27295.0,39.348569, -76.675048
19586,LBD7,BWL,123.0,2017-05-01,2018-04-30,2017,1320.0,0330,Renewed,YOSHIE,SHINOMOTO,GALLERY,"GALLERY, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1733-35 MARYLAND AVENUE,21201,158.0,44.0,13642.0,39.309574, -76.617821
19587,LB,BWL,61.0,2017-05-01,2018-04-30,2017,2320.0,0074,Renewed,DAMION ,FOSTER ,V LOUNGE & RESTURANT,"VIBES BY ISLAND VYBZ, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",2101 MARYLAND AVE,21218,160.0,44.0,27307.0,39.313291, -76.618049
19588,LA-2,BWL,3.0,2017-05-01,2018-04-30,2017,858.0,0520,Renewed,SUE HEE SUK,LEE,VILLAGE LIQUORS,"S AND H LIQUORS, INC.",Package Goods Only,6 days,"Beer, Wine, & Liquor",4220 EDMONDSON AVENUE,21229,75.0,213.0,27950.0,39.293667, -76.686863
19589,LBD7,BWL,30.0,2017-05-01,2018-04-30,2017,1320.0,0228,Renewed,JOHN C.,"BATES, JR",BALTIMORE TAPHOUSE,"JCB ENTERPRISES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",600 POTOMAC STREET SOUTH,21224,114.0,30.0,27935.0,39.285213, -76.574303
19590,D,B,1.0,2017-05-01,2018-04-30,2017,650.0,0696,Renewed,ADAM,BENESCH,UNION CRAFT BREWING,"UNION CRAFT BREWING COMPANY, LLC",Brewery,7 days,Beer,1700 UNION AVENUE,21211,20.0,262.0,14006.0,39.331856, -76.643145
19591,LA,BWL,136.0,2017-05-01,2018-04-30,2017,858.0,0682,Renewed,RAMESH CHANDER,SURI,MONUMENTAL LIQUORS,"ROSHNI, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",2125 MONUMENT STREET EAST,21205,125.0,274.0,13987.0,39.298659, -76.586897
19592,LA,BWL,113.0,2017-05-01,2018-04-30,2017,200.0,T0655,Transferred,HARNAM,ARNEJA,HAMILTON LIQUORS,HAR-JAS CORPORATION,Package goods only,6 days,"Beer, Wine, & Liquor",5418-20 HARFORD ROAD,21214,225.0,248.0,27291.0,39.35166, -76.561999
19593,LM-G,BWL,1.0,2017-05-01,2018-04-30,2017,600.0,0101,Renewed,CHARLES,THOMAS,PINE RIDGE GOLF COURSE,BALTIMORE MUNICIPAL GOLF CORPORATION,Municipal Golf Course,,"Beer, Wine, & Liquor",6131 HILLEN ROAD,21239,269.0,64.0,28564.0,39.371945, -76.57907
19596,LBD7,BWL,11.0,2017-05-01,2018-04-30,2017,1320.0,0207,Renewed,MATTHEW G.,HELME,MAISY'S,"MH4, LLC",Tavern,7 days,"Beer, Wine, & Liquor",313 CHARLES STREET NORTH,21201,6.0,65.0,13642.0,39.292784, -76.615376
19597,LB,BWL,58.0,2017-05-01,2018-04-30,2017,2020.0,0070,Renewed,MATTHEW ,PIERCE,CLAVEL,"HARLAN, INC",Restaurant,7 days,"Beer, Wine, & Liquor",225-227 23RD STREET WEST,21211,12.0,209.0,14006.0,39.315141, -76.619772
19598,LB,BWL,115.0,2017-05-01,2018-04-30,2017,1800.0,0132,Renewed,LUIS F.,GEORGE,TWO LOUEYS CANTINA BAR & GRILL,"TWO LOUEYS CANTINA, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",200 HAVEN STREET SOUTH,21224,140.0,31.0,27935.0,39.290278, -76.562636
19599,LB,BWL,55.0,2017-05-01,2018-04-30,2017,2500.0,0066,Renewed,ANDREEA ,ZMARANDACHE ,RYAN'S DAUGHTER IRISH PUB,"ILIAD, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",600 BELVEDERE AVENUE EAST,21212,257.0,271.0,14009.0,39.364165, -76.60768
19600,LB,BWL,164.0,2017-05-01,2018-04-30,2017,1370.0,0244,Renewed,JOSHUA ,SULLIVAN ,WET CITY,"POST PROHIBITION, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",223 CHASE STREET WEST,21201,96.0,151.0,13642.0,39.30178, -76.619216
19602,LC,BWL,4.0,2017-05-01,2018-04-30,2017,550.0,0597,Renewed,JAMES E.,JOHNSON,BALTIMORE ALUMNI ASSOCIATION,"ALPHA PHI OMEGA, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",4500 GARRISON BOULEVARD,21215,65.0,34.0,27295.0,39.337932, -76.68473
19603,LBD7,BWL,196.0,2017-05-01,2018-04-30,2017,1320.0,0420,Renewed,WESLEY W.,IVEY,ROYAL CASINO,IVEY CORPORATION,Tavern,7 days,"Beer, Wine, & Liquor",1515-19 PENNSYLVANIA AVENUE,21217,101.0,242.0,27301.0,39.302232, -76.633067
19604,LBD7,BWL,60.0,2017-05-01,2018-04-30,2017,1370.0,0259,Renewed,GURPREET,SINGH,MAIN STREET BAR & LIQUORS,"G & S 3724, LLC",Tavern,7 days,"Beer, Wine, & Liquor",3724 EASTERN AVENUE,21224,130.0,17.0,27935.0,39.286642, -76.565712
19605,LBD7,BWL,1.0,2017-05-01,2018-04-30,2017,1320.0,0003,Renewed,WILLIAM,WANTLAND,CLUB PUSSYCAT,"CLUB PUSSYCAT, INC.",Tavern,7 days,"Beer, Wine, & Liquor",411 BALTIMORE STREET EAST,21202,6.0,65.0,13645.0,39.289758, -76.609703
19606,LA,BWL,34.0,2017-05-01,2018-04-30,2017,858.0,0483,Renewed,KYONG WON,KIM,YOUNG'S LIQUOR,"BALTIMORE STAR LIQUOR, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",26 CATHERINE STREET SOUTH,21223,78.0,225.0,27632.0,39.286876, -76.656116
19607,LBD7,BWL,1.0,2017-05-01,2018-04-30,2017,1320.0,0003,Renewed,WILLIAM G. ,"WANTLAND, JR",CLUB PUSSYCAT,"CLUB PUSSYCAT, INC.",Tavern,7 days,"Beer, Wine, & Liquor",411 BALTIMORE STREET EAST,21202,6.0,65.0,13645.0,39.289758, -76.609703
19608,LB,BWL,50.0,2017-05-01,2018-04-30,2017,2000.0,0061,Renewed,BEN,LEFENFELD,LA CUCHARA,"FIELD, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",3600 CLIPPER MILL ROAD,21211,20.0,125.0,14006.0,39.330639, -76.641207
19609,LB,BWL,28.0,2017-05-01,2018-04-30,2017,1320.0,0036,Renewed,CHARLIE,CHANG,B1 RESTAURANT,"B1 RESTAURANT, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",2016 MARYLAND AVENUE,21218,160.0,44.0,27307.0,39.312359, -76.617987
19610,LBD7,BWL,135.0,2017-05-01,2018-04-30,2017,1820.0,0342,Renewed,KRISTINA ,BACHMAN,V-NO,V-NO INC,Tavern,7 days,"Beer, Wine, & Liquor",905 ANN STREET  SOUTH,21231,286.0,68.0,27954.0,39.281864, -76.591091
19611,LBD7,BWL,71.0,2017-05-01,2018-04-30,2017,1370.0,0274,Renewed,STEPHEN P.,OSMOND,PUB DOG PIZZA & DRAFTHOUSE,"PUB DOG OF FEDERAL HILL, INC",Tavern,7 days,"Beer, Wine, & Liquor",20 CROSS STREET EAST,21230,175.0,67.0,27953.0,39.276923, -76.613528
19613,LBD7,BWL,143.0,2017-05-01,2018-04-30,2017,1320.0,0350,Renewed,SURINDER,SINGH,JOE'S TAVERN & PIZZERIA,"MP & AP, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2709-11 WASHINGTON BOULEVARD,21230,164.0,162.0,27953.0,39.26446, -76.654852
19614,LA,BWL,13.0,2017-05-01,2018-04-30,2017,858.0,0456,Renewed,SUN YOUNG,PARK,SHUSTER'S LIQUOR,"HYUN REE, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1231-33 BALTIMORE STREET WEST,21223,7.0,114.0,27632.0,39.288524, -76.637746
19615,LA,BWL,85.0,2017-05-01,2018-04-30,2017,858.0,0614,Renewed,SUNG IL,LEE,FULTON DISCOUNT LIQUORS,"FULTON DISCOUNT LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",551 FULTON AVENUE NORTH,21223,88.0,106.0,27632.0,39.295097, -76.645565
19616,LBD7,BWL,230.0,2017-05-01,2018-04-30,2017,1320.0,0706,Renewed,ANGELO,MICKLOS,PASTA MISTA,"PASTA MISTA OF CANTON, INC.",Tavern,7 days,"Beer, Wine, & Liquor","3600 BOSTON STREET, SUITE 45",21224,131.0,31.0,27935.0,39.277229, -76.56612
19618,LBD7,BWL,205.0,2017-05-01,2018-04-30,2017,1320.0,0430,Renewed,CHARLES P,STOKES,CLUB RIO,"CHARLES P. STOKES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1330 POPLAR GROVE STREET,21216,82.0,247.0,27297.0,39.3031, -76.665422
19620,LA,BWL,124.0,2017-05-01,2018-04-30,2017,858.0,0669,Renewed,WON SUK,LEE,SHERMAN'S LIQUORS,"SHERMAN'S LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",226 LAFAYETTE AVENUE EAST,21202,158.0,95.0,13645.0,39.30996, -76.612471
19621,WD,BW,15.0,2017-05-01,2018-04-30,2017,215.0,0847,Renewed,ANNA H.,LEVENTIS,SOBO CAFE,"ANNOULA ENTERPRISES, LLC",Tavern License,7 days,Beer & Light Wine,6-8 CROSS STREET WEST,21230,175.0,67.0,27953.0,39.276784, -76.614818
19622,LBD7,BWL,184.0,2017-05-01,2018-04-30,2017,1320.0,0408,Renewed,KAJI B.,KARKI,HOWARD DISCOUNT LIQUOR,"KAMANA, LLC",Tavern,7 days,"Beer, Wine, & Liquor",3 HOWARD STREET NORTH,21201,5.0,65.0,13642.0,39.289706, -76.619455
19623,LA,BWL,109.0,2017-05-01,2018-04-30,2017,858.0,0651,Renewed,SUSHMA,SHARMA,DEW LIQUORS,"KAILASH, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",2610 HARFORD ROAD,21218,159.0,53.0,27307.0,39.319281, -76.592675
19624,LB,BWL,213.0,2017-05-01,2018-04-30,2017,2520.0,0571,Renewed,ZEYNEP,TASDEMIR,HOMESLYCE,"336 CHARLES, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",334-36 CHARLES STREET NORTH,21201,6.0,65.0,13642.0,39.293704, -76.615449
19625,LA,BWL,30.0,2017-05-01,2018-04-30,2017,858.0,0479,Renewed,CHUNG IM,CHUNG,CHARLES VILLAGE SCHNAPP SHOP,,Package goods only,6 days,"Beer, Wine, & Liquor",2941 CALVERT STREET NORTH,21218,34.0,277.0,27307.0,39.323807, -76.614612
19626,D,B,2.0,2017-05-01,2018-04-30,2017,200.0,0828,Renewed,LESTER T. ,SMITH ,DIAMONDBACK BREWING,"DIAMONDBACK BREWING COMPANY, LLC",Brewery,7 days,Beer,1215 FORT AVE. EAST,21230,169.0,138.0,27953.0,39.270218, -76.597252
19627,LA-2,BWL,8.0,2017-05-01,2018-04-30,2017,858.0,0648,Renewed,EUN Y.,YIM,JACK'S LIQUORS,,Package Goods Only,6 days,"Beer, Wine, & Liquor",141-45 HAMBURG STREET WEST,21230,174.0,147.0,27953.0,39.277887, -76.617105
19630,LBHM,BWL,1.0,2017-05-01,2018-04-30,2017,6500.0,0180,Renewed,KATHLEEN,WILLIAMS,HYATT PLACE,"INTERSTATE MANAGEMENT COMPANY, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",511 CENTRAL AVENUE SOUTH,21231,109.0,121.0,27954.0,39.284616, -76.599132
19631,LC,BWL,5.0,2017-05-01,2018-04-30,2017,550.0,0598,Renewed,GEORGE F.,WRIGHT,MONUMENTAL LODGE #3,MONUMENTAL ELKS LODGE #3 I.B.P.O.E.OF W.,Non-Profits only,7 days,"Beer, Wine, & Liquor",1528 MADISON AVENUE,21217,101.0,144.0,27301.0,39.30539, -76.629796
